index,Total_assets,Total_liabilities,Equity,Liquid_assets,Deposits_and_short-term_funding,Long-term_funding,Net_income,Interbank_assets,Interbank_liabilities,Return_on_average_equity_(ROAE),Wholesale_funding,Growth_in_total_assets,Impaired_loans_/_Gross_customer_loans_&_advances,Loan_loss_reserves_/_Impaired_loans,Customer_loans_&_advances_/_Total_assets,Net_charge_offs_(NCOs)_/_Average_gross_customer_loans_&_advances,Unreserved_impaired_loans_/_Total_equity,Total_Common_Equity_/_Core_Tier_1,Total_Capital,Exchange_rate_from_original_currency,Gross_loans_&_advances_to_customers,Wholesale_funding_/_Total_funding_excluding_derivatives,Loans_&_advances_to_customers_/_Total_deposits_&_other_interest-bearing_liabilities,Financial_assets:_Available_for_sale_(AFS),Total_Earning_Assets,Unadjusted_leverage_ratio_(computed),Tier_1_Ratio,Interest_Expense,Tier_1_Capital,Long-term_borrowings_and_debt_securities_at_historical_cost_>_1_year,Impaired_/_Non-performing_loans_to_customers,Other_reserves,Interest_expense_on_customer_deposits,Interest_expense_/_average_interest_bearing_liabilities,Interest_expense_on_customer_deposits_/_Average_customer_deposits,Total_capital_adequacy_ratio,Interest_income_/_average_interest_earning_assets,Interest_income_on_bank_loans_(including_central_banks),Other_administrative_expenses,Interest_income_on_loans_/_Average_gross_customer_loans_&_advances,Other_interest_income,Effective_tax_rate,Total_net_trading_income_(losses)_and_fair_value_(FV)_gains_(losses),Savings_deposits,Total_equity_/_Risk-weighted_assets_(RWAs),Growth_in_net_customer_loans_&_advances,Net_loans_&_advances_to_customers,Net_gains_(losses)_on_other_securities_(including_FV_through_OCI),Customer_deposits_/_Total_funding_excluding_derivatives,Operating_revenue_after_impairments,Net_interest_income_(expenses)_/_Average_total_assets,Liquid_assets_(including_available_for_sale_&_held_to_maturity)_/_Total_assets,Impaired_loans_+_foreclosed_assets_/_gross_customer_loans_&_advances_+_foreclosed_assets,Financial_assets:_Held_to_maturity_(HTM),Risk_weighted_asset_intensity_(RWA_/_Total_Assets),Minimum_risk_assets,Gross_loans_&_advances_to_customers_/_Customer_deposits,Number_of_employees,Net_interest_margin_(average_interest_earning_assets),Loans_&_advances_to_customers_/_Deposits_&_short-term_funding,Profit_attributable_to_group_equity_holders,Interest_income_on_customer_loans_&_advances,Total_other_earning_assets,Total_equity_/_Total_liabilities_excluding_hybrid_capital_and_subordinated_liabilities,Capital_funds_/_Total_assets,Growth_in_gross_customer_loans_&advances,Capital_funds_/_Net_loans_&_advances_to_customers,Time_deposits,Non-interest_income_/_Operating_revenues,Net_interest_margin_(interest_earning_assets),rank_pre
37,109313488,93000047,16313441,15727239,81456038,8898782,199596,665516,637512,4.934805,12579699,1.155577,1.209355,99.172468,73.333703,0.075389,0.049775,10894471,13259223,1,81136740,13.922543,89.522188,13504961,98486250,7.093125,11.6786,79385,10894546,7553782,981231,-169331,39399,0.350885,0.202896,14.2134,3.29865,1384,270034,3.544071,5420,32.70873,7281,54084568,17.487428,2.254278,80163629,110,86.077377,926003,2.656623,15.924151,1.255538,1680006,85.338675,1490807,104.322229,14793,3.045268,98.413366,199596,711118,18322621,17.798737,16.153945,2.208847,22.027996,7902677,25.786965,3.007329,3
38,130370729.7,120061615.7,9857129.689,38325312.63,96855577.97,12985726.64,157112.9472,17058139.77,19152979.07,6.433954,32301511.15,0.073774,11.437037,70.170244,56.926409,0,27.927928,8607057.109,12361828.85,1.1385,80691160.4,29.186298,66.167604,4301251.555,116716703.8,5.675931,11.5,356350.3803,8607057.109,8165319.257,9228677.9,0,193544.935,1.220725,0.991992,16.7,4.084903,52370.98241,425798.857,4.755805,1138.499618,39.737991,31877.98929,0,13.7226,1.876741,74215374.57,17077.49426,70.061722,1151023.113,2.481026,34.969566,11.437037,7264766.06,55.097764,9256001.891,104.064193,51706,3.247328,76.624781,129788.9564,952924.1799,42501329.22,8.52006,11.258307,1.363868,19.776949,0,36.493739,3.144062,2
39,179073311.3,161241922.1,16299525.63,54713416.48,139556070.6,10458049.13,369939.059,19751464.67,11354738.32,9.107965,25147937.35,-0.849724,2.113028,70.14254,61.984948,-0.011278,4.360992,12011796.19,16524592.44,0.254972,112668392.9,16.886426,75.924722,25885745.1,169432518.7,6.006361,14.723,611628.5015,13604381.34,4122140.715,2380714.924,2899212.881,449619.8336,1.609779,1.428923,17.884,3.179049,55580.06079,211245.2815,3.639261,50068.33212,24.876136,169948.7494,15389863.48,17.640234,-4.003697,110998498.9,42605.30311,84.142195,1096568.325,1.64609,32.393279,2.1513,3294301.608,51.598818,3517895.946,89.913238,0,1.841253,79.536847,363781.4864,1045681.023,58434019.72,10.419168,12.640317,-3.865144,20.392559,74594042.81,43.955877,1.851021,2
40,62102510,56117785,5984725,3798697,52085255,3176107,148866,129904,100000,10.187224,4326107,5.29189,0.137371,425.873543,72.67104,0,-3.395611,4592972,6010910,1,45396119,7.828438,81.62,1852200,57907475,7.699401,13.2396,35238,5732497,3176107,62361,10611,16508,0.26162,0.133629,13.8826,3.253986,3100,124241,3.314531,2815,24.001041,8570,39902232,13.82211,2.984834,45130540,3268,92.171435,515073,2.819826,21.544293,0.140435,9580850,69.720531,1816343,89.125143,3210,3.071317,86.64744,132406,370729,12776935,10.664578,9.636849,2.977413,13.26092,4462260,17.855514,3.011238,3
41,42872000,38220000,4652000,12860000,38117000,0,87000,643000,1506000,7.88222,1518000,1.974216,0.087716,115.384615,69.06839,0,-0.085985,4660000,4663000,1,29641000,3.982475,77.684498,8001000,38257000,10.216834,27.0179,10000,4660000,0,26000,-20000,1000,0.1054,0.010979,27.2035,2.354418,9000,5000,2.843099,1000,37.410072,0,35409000,26.971556,10.119003,29611000,0,96.017525,222000,2.025579,30.000933,0.097828,2000,40.23092,11222000,80.988552,489,2.249778,77.684498,87000,201000,8646000,12.171638,10.850905,10.119999,15.710378,18000,4.444444,2.247955,2
42,139966392,122497685,17480776,34491302,110783826,7788953,342328,850084,919236,7.912665,12803241,0.97082,0.828666,164.665009,65.869407,0.103902,-2.86525,14077309,16278260,1,93470459,10.794468,77.66325,30012681,126488571,6.803424,11.7854,90279,14077309,7054813,774558,683689,50034,0.303067,0.187681,13.628,3.34255,1952,431390,3.511871,4830,34.05546,73338,78403062,14.634695,1.095514,92195033,3773,89.184935,1458229,2.755367,24.687065,0.95471,62292,85.340124,3223894,88.361731,18154,3.13923,83.220662,342328,816158,34293538,14.357753,13.013778,1.104525,19.756939,6878968,39.145987,3.117321,2
43,86212544.23,73678184.64,12534359.59,14823863.17,71393234.39,0,537938.1614,7141414.239,784544.0409,17.233708,784544.0409,2.432477,1.649264,163.436468,66.933495,0,-4.950031,0,13246312.96,0.266667,59303595.89,1.098905,80.827083,267892.2806,75809686.62,14.076183,19.66,33529.86842,12534359.85,0,978072.5843,4333333.559,0,0.189754,0,20.77,3.83913,0,96673.60504,0,0,0,64959.47006,0,19.655219,2.937965,57705068.61,0,98.901095,842017.1106,3.223372,29.393252,1.649264,337660.0176,73.969692,7256466.778,83.989089,0,3.681546,80.827083,537938.1614,0,18104618.01,17.012308,0,2.961789,21.721419,3291286.305,30.330226,3.630719,3
44,112867667.5,99311033.24,10976082.64,29721566.69,86686052.59,12268275.96,492305.2357,12544356.01,5800365.348,17.729505,17155617.22,1.95453,6.946226,113.523758,67.32248,-0.025841,-7.059942,0,13669162.53,0.272294,82490171.36,17.801126,78.222312,4151030.31,94770580.47,8.781457,17.6,290567.185,11872021.64,9687724.321,5729953.913,756674.7355,0,1.212049,0,20.3,4.253967,0,82396.73147,0,0,2.412654,141408.031,0,0,3.132226,75985312.35,50167.46025,82.198874,837547.1648,2.489368,26.376162,6.946226,48591.96674,0,12599006.79,104.130381,0,3.065549,87.655753,452189.2389,0,18785268.12,11.052229,12.011087,3.105592,17.841125,0,34.579117,3.00095,2
45,136966000,123089000,13877000,79760000,119612000,1500000,411000,2503000,0,12.14898,1564000,0.689564,1.224731,32.53012,34.497613,0.008483,2.824818,13862000,15550000,1,47439000,1.291367,39.258533,52832000,111343000,6.723023,15.4706,22000,13862000,0,581000,23000,15000,0.072347,0.050167,17.4884,2.241685,29000,123000,3.308239,27000,37.155963,109000,110189000,24.065275,1.130089,47250000,5000,98.708633,799000,1.75535,63.888118,1.224731,7745000,42.100959,24211000,39.681969,324,2.174613,39.502725,411000,390000,64093000,11.413039,11.226874,1.211837,32.543915,647000,28.944247,2.171667,1
46,185197886.5,166094617.5,16610523.67,66053127.92,88855708.33,8766773.303,336420.3651,9445366.456,42210713.73,8.323793,60374384.1,-1.284248,4.068688,162.258168,34.686264,0.961432,-10.488717,13707534.62,16248044.32,0.276932,68778856.67,49.50582,43.223292,22757354.98,115650222.6,8.075481,15.1,2758474.798,14955620.12,3953746.408,2798397.255,0,3635228.008,7.259498,38.507233,16.4,20.119331,0,1448783.366,12.829287,3579709.595,68.291674,0,9682576.082,18.709488,-5.030186,64238228.54,0,30.542715,3523395.003,6.617279,36.936247,4.068688,2352020.651,47.938605,21761948.22,184.650657,0,12.29289,72.294993,335846.009,2262459.315,51411994.08,10.142324,11.567924,-4.872889,33.350158,23552475.41,27.40925,12.48548,1
47,123952413,108637832,15314581,23318033,99843469,6964418,303246,78291,2212664,7.974703,11491542,1.517388,1.715828,64.113751,69.512331,0.048356,3.502819,10772641,12688507,1,87120609,10.759076,81.468981,12562448,103957977,7.309776,11.332,93753,10772641,5621419,1494840,-148047,41001,0.352955,0.17409,13.3473,3.735077,10318,289765,3.957576,5318,36.204938,7501,68325072,16.109737,0.442028,86162211,0,89.240924,1183395,2.845609,21.015036,1.926844,2730611,76.694051,10600635,91.401542,16230,3.45102,86.297293,303246,860057,17795766,14.273363,13.43869,0.44492,19.332814,12818812,28.968587,3.447963,3
48,112999731.4,105125860.1,7873871.265,36111523.17,89338287.51,6587891.481,124269.7788,430430.1528,1403611.22,6.371681,7991502.701,2.174795,1.376638,96.775941,62.16441,-0.005997,0.401308,0,11314126.08,0.265534,71194103.2,8.330888,75.488523,18310408.42,95311202.9,5.444696,9.96,71694.10318,7891396.491,0,980084.9439,-544078.583,46999.46764,0.291144,0.214349,14.28,2.169057,6638.342887,170738.1791,2.611498,7434.944034,45.243902,6372.809172,0,9.9368,1.028444,70245616.76,24429.10183,91.669112,746149.7405,1.572342,31.957176,1.376638,0,70.123626,14776420.2,80.96249,0,2.001194,78.628793,121879.9754,462559.7324,25065586.14,7.990698,12.798051,0.97694,20.587424,44158787.95,38.407146,1.975394,4
49,115481940.5,106580453.8,8901486.744,34218267.78,86652945.04,9781199.944,178173.1231,10355.8149,1149229.921,8.042912,10930429.86,0.756884,1.811469,84.083911,64.949817,0.033897,2.466963,8922463.908,12766595.51,0.265534,76165425.42,11.334605,74.614604,15451406.9,96331914.51,5.671904,10.17,62931.49057,9311470.801,9781199.944,1379713.186,-136749.8635,38767.92246,0.251529,0.181342,13.94,2.391666,10355.8149,161975.5664,2.808249,0,48.650732,72756.23804,0,9.720503,0.501315,75005308.61,39564.52361,88.665395,929102.4705,1.782716,29.725802,1.811469,109665.4245,79.297548,16751459.98,89.078498,0,2.258136,86.558291,178969.7242,533457.2344,21326605.89,8.351894,0,0.4778,11.867809,35336430.26,45.528914,2.264359,2
50,96389617,86271282,10118335,20918892,77437357,6881665,209534,555840,373974,8.350155,8073657,3.602111,1.228587,111.248447,63.624448,0.083672,-0.849221,9155283,10451348,1,62177190,9.574794,72.560232,14976985,87182534,6.447624,10.7937,60538,9155283,6266458,763901,165307,31512,0.289851,0.168094,12.3217,3.110751,3831,268123,3.673143,2338,23.370224,17239,64105432,11.929086,0.790617,61327362,6,90.421686,898328,2.589545,26.894276,1.257,5004398,87.997765,5358537,81.548813,13859,3.012576,79.196094,209534,568637,25855172,11.812746,11.135579,0.821901,17.502044,6350774,37.067455,2.995996,2
51,141510948.5,130830683.6,10680264.91,5750561.568,74661666.42,25625349.39,260716.4124,391643.8684,1477772.504,9.794173,33758790.66,-0.127757,0.811016,80.613893,61.003572,0,1.279181,9459793.322,11022953.3,1.1385,86894844.81,33.661793,82.367446,15642984.75,131429534.4,6.080145,19.8,150281.9495,9597551.776,23866367.48,704731.2633,0,31877.98929,0.562975,0.192018,22.7,1.407831,1138.499618,255023.9143,1.6,66032.97782,19.366197,26185.4912,0,22.014925,0.855258,86326733.5,9107.996941,66.338207,804919.2296,0.861906,16.281296,0.811016,119542.4598,34.28268,5740315.072,130.611267,12150,1.155309,115.623904,260716.4124,346103.8837,45102800.85,8.274676,8.790307,0.856282,14.409496,0,62.674095,1.190926,2
52,72469399,66045510,6423889,10384884,59621691,5345422,180863,116132,203740,11.326928,6793546,2.2427,1.040995,113.82285,70.241387,0.016629,-1.153912,5518395,6791119,1,51513894,10.456868,78.901734,9536589,69035045,6.079277,9.497,49039,5671874,4772324,536257,-149957,23392,0.304988,0.163393,11.3711,3.297811,0,180353,3.714442,2464,26.274361,8436,48625175,10.756217,2.362694,50903511,0,89.542823,688224,2.863536,22.535068,1.091171,5946144,82.410737,732163,88.552064,11477,3.12446,85.377503,178590,472835,18131534,9.811597,9.655092,2.3661,13.745588,3132654,27.980333,3.086248,3
53,108843889.4,101455073.4,7388816.015,31548846.23,88564570.68,2363465.5,145920.9548,5874930.36,3301060.2,7.995164,5852728.106,0.130804,1.836518,74.420826,60.16438,0.002707,4.221114,0,0,0.030888,66392674.86,6.354726,70.503557,13660063.68,93900949.92,0,0,153871.9971,0,1125785.492,1219313.707,1776312.955,126621.4957,0.65198,0.597272,0,2.168358,23108.63277,175896.738,2.547833,12115.92255,28.156824,82622.76292,0,0,2.522989,65485251.52,34199.1036,92.372354,619636.3744,1.303886,33.153674,1.842165,4028264.573,0,9696285.037,78.039888,0,1.586694,73.940686,145870.2057,417643.7296,28415698.4,7.372788,7.925568,2.546045,13.173189,19734068.97,48.943499,1.583652,4
54,104397312,88610486,15786826,25554627,84423296,2683178,145743,2455662,318136,3.712773,5398429,0.264724,1.252588,82.853184,62.423076,0.03412,0.895905,11561463,12328698,1,65851425,6.197506,74.977839,13365833,87058856,7.734632,13.6332,65176,11561463,2375000,824847,-30581,53838,0.299121,0.262972,14.5379,3.324456,12171,302421,3.92457,9855,26.045811,30417,52317519,18.615669,2.553209,65168013,92,93.802494,867833,2.486289,26.907818,1.383888,2536412,81.231946,9241868,80.593563,12439,3.149283,77.191979,145743,638023,21890843,17.878158,15.417067,2.563167,24.697706,14082906,29.040919,3.103458,2
55,69912479.02,63418136.79,6494342.23,12052861.68,48394141.77,11392315.59,37947.33075,932287.7358,7397540.162,2.34806,19254724.5,0.238854,23.350186,46.297744,71.731283,0,108.566995,5226671.861,5763241.039,1.1385,56227672.63,31.957059,83.805066,9856522.869,65487814.11,7.544681,11.6,100039.9614,5274673.282,10650502.26,13129266.39,0,34769.77832,0.661567,0.348858,12.67,2.692582,1229.579587,161501.8633,2.662976,14133.33425,29.733319,18943.49514,0,14.2789,0.791411,50149118.43,43630.72084,68.042045,470010.2126,1.935619,21.574996,23.350186,3030753.153,65.055753,571042.9457,137.152033,11440,2.131263,103.626424,35265.02565,372646.8638,15338695.68,10.361715,10.350306,0.908745,14.429278,2598266.75,45.067453,2.112951,2
56,198797598,174715024,24082632,91982377,157983227,4556100,106846,25888727,5528990,1.786063,17693127,8.550582,1.640692,77.574959,39.930501,0.057214,1.228387,19867766,26887961,1,80404234,10.825857,47.59813,38748543,176205974,6.925149,15.3741,268829,22210000,0,1319186,-173563,171477,0.656635,0.489507,18.6122,1.934708,35057,46524,2.693717,130669,32.788154,69408,64373500,16.670397,-0.005195,79380876,22203,88.626742,883663,1.427572,53.127172,1.680112,13633164,72.668611,65371310,55.510075,5688,1.527357,50.246395,106847,541106,96825098,14.153028,14.405975,0.133044,36.077622,40154400,34.503407,1.729262,1
57,35347889,29041958,6305931,9935531,22339067,4790648,448338,1705,0,28.741773,4790648,-3.22056,0.786927,264.514147,68.740603,0.589209,-5.09449,6137729,6568237,1,24814882,17.658306,89.563609,535202,25259800,4.657174,17.8995,93858,6137729,4790648,195275,15875,65880,1.344899,1.150312,19.155,9.210212,12447,925188,9.0421,29,36.769912,0,7331263,18.390057,-5.45829,24298352,0,82.341694,1644507,5.609746,28.107848,0.786927,0,97.006905,9398624,111.082893,252,7.89462,108.770666,448338,577135,961448,21.713174,17.839625,-5.456852,25.952093,10484644,71.454238,8.117169,3
58,124637433,108130795,16506638,27872326,101475390,4448811,288068,154032,0,7.061646,6278672,-0.386689,1.473444,95.731912,64.550806,0.083748,0.310905,12296356,14347389,1,81605559,5.927514,76.644091,23384442,109405837,7.247383,11.6525,60825,12296356,3304969,1202412,-23616,27682,0.228425,0.111209,13.5961,3.411006,4252,379197,3.788029,8232,30.023344,1419,77857424,15.642292,0.498366,80454467,-4459,94.072486,1242737,2.783695,23.886199,1.612124,1898819,84.666139,4222052,81.895856,22051,3.292877,79.284708,288068,770709,28951370,15.428646,14.16146,0.546824,21.938471,7208320,35.897228,3.282843,2
59,101024737.7,92713672.72,8311065.014,31413038.64,69494697.7,8866936.626,503864.6019,84820.27285,17256040.89,24.204112,27520155.9,3.646471,2.387604,127.399166,51.487103,0,-4.222645,7640203.317,10042812.25,0.057466,53646523.92,35.119426,64.076654,7930695.511,82231128.27,6.355551,11.43,461799.2633,8178202.906,4407148.743,1280866.573,20572.93881,0,2.19211,0,14.04,9.219893,0,764244.4503,0,0,24.937933,39479.35464,0,11.619275,3.186568,52014710.6,0,64.880574,1435393.479,5.997021,32.124845,2.942483,976467.5313,70.802716,9609458.811,105.517238,30070,9.369877,74.84702,503864.6019,0,30216417.67,9.417223,12.641313,3.201749,24.552387,10946872.23,19.954866,9.745834,4
60,74627338.11,68817036.48,5810301.636,14504168.78,63972692.51,1152123.53,148497.4489,5901986.73,4047936.387,10.350271,6161018.077,-0.862529,0.897019,150.884069,61.231152,0.102146,-3.638927,0,0,0.030888,46322129.38,9.361456,70.313847,3227478.58,69436966.2,0,0,103457.2645,0,0,415518.2933,959191.8892,89338.96357,0.623195,0.596067,0,1.85308,20576.71004,43220.66328,2.244328,2326.393779,16.087188,32247.93762,29271950.06,0,-0.454926,45695178.47,2859.953614,90.638544,326512.2718,1.165973,34.672021,0.897592,10961818.94,0,2689090.976,77.654479,7639,1.316382,71.429194,148497.4489,260561.1071,23741787.72,8.586875,9.329591,-0.502269,15.236674,12401791.83,34.607621,1.320215,2
61,98337690.52,90253321.63,8084368.886,24639966.68,78139695.76,6039612.654,220998.7235,10887078.96,9185404.574,10.833511,16944602.63,2.491015,1.88935,84.766295,60.298371,0.008172,2.145404,5752323.263,8183937.473,0.254972,60261126.29,19.833925,69.500638,6376367.879,92838175.52,5.142037,11.697,377301.6291,6196050.695,3175912.777,1138543.592,1684444.659,284515.0413,1.733735,1.677542,15.449,3.388462,26073.68671,110658.3368,4.029994,29208.31188,21.417012,41962.51882,7119851.81,15.261491,-1.222773,59296025.07,11129.52567,80.166075,597921.7193,1.653652,31.647764,1.94032,6481713.365,53.867791,2176252.916,87.988093,0,1.956522,75.884638,-26479.09211,610965.3194,33542150.45,9.250948,11.133136,-1.247686,18.463411,28799092.35,36.018099,1.934464,3
62,86810738,76779318,10031380,15773997,58923816,14740888,560706,676821,0,22.479254,23118098,1.239954,0.987742,274.185256,78.788409,0.521333,-12.057414,10060866,12007741,1,70300714,31.38287,94.380464,3695178,73214329,3.731823,13.6974,301331,10060866,13545418,694390,-33205,156781,1.645138,1.250589,16.3479,11.370341,13345,12213,11.893576,2,37.125287,0,24813100,13.657222,-3.000377,68396799,0,68.61713,1684487,8.551468,18.321487,0.987935,131021,84.610618,14356273,139.080978,11176,9.815413,116.076662,560706,2121010,4817530,13.27185,12.932559,-2.852891,16.414292,25243200,12.477966,10.12092,2
63,83450405.95,72931683.1,10518722.85,28463618.73,65680301.8,3843405.862,237731.0457,12915851.72,4621753.343,9.146908,8531031.471,3.698128,3.30012,170.961811,60.2128,0,-11.855768,9691962.206,10890286.78,0.028377,53252290.67,12.27068,72.155363,12665809.47,79328311.76,9.688868,15.74,278371.6385,9694260.783,3004863.854,1757389.47,567549.7651,157313.2736,1.608675,1.045888,17.68,3.875263,38025.83426,187254.3331,4.77695,4512.020633,17.913619,121270.3164,25573650.53,17.07863,0.095985,50247825.8,65782.36632,87.72932,652706.8332,2.22048,35.704777,3.987563,479863.3264,73.804275,1526279.801,87.30932,0,2.465304,76.503646,236020.8197,634976.4082,29080485.96,14.590463,13.609598,0.309917,22.6025,32804267.14,39.825679,2.35863,2
64,72163221.53,66285048.39,5878173.14,14834678.73,60301469.16,1944963.237,162729.8502,4572341.35,4628162.198,11.222688,6783563.27,-3.052129,0.954499,143.956245,58.380747,-0.007803,-3.048934,0,0,0.030888,42716376.55,10.897915,67.680059,4129888.416,64682937.96,0,0,166089.2942,0,61776.06061,407727.3128,1007089.773,128113.5111,1.014292,0.918985,0,2.119117,31123.55154,54622.60901,2.241634,19391.16566,13.99677,66693.7748,23998752.54,0,-1.23632,42129427.62,11102.39361,89.102085,353324.9972,0.985316,34.936089,0.954499,9050980.123,0,4559475.25,77.017971,0,1.171964,69.864679,156283.7345,240877.6789,22553510.34,9.127334,10.755285,-1.230735,18.422658,19012332.12,49.715417,1.179958,4
